conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703,"perform business analysis","",skill/competence,transversal,"Evaluate the condition of a business on its own and in relation to the competitive business domain, performing research, placing data in context of the business' needs and determining areas of opportu"
http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,"data quality assessment","",skill/competence,transversal,"The process of revealing data issues using ​quality indicators, measures and metrics in order to plan data cleansing and data enrichment strategies according to data quality criteria."
http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817,"report analysis results","",skill/competence,transversal,"Produce research documents or give presentations to report the results of a conducted research and analysis project, indicating the analysis procedures and methods which led to the results, as well as"
http://data.europa.eu/esco/skill/0fbaceff-df05-4ef7-b735-188dc183b56b,"carry out job analysis","",skill/competence,transversal,"Research and perform studies on occupations, analyse and integrate data to identify the content of jobs, meaning the requirements to perform the activities, and deliver the information to business, in"
http://data.europa.eu/esco/skill/da1398ac-6955-4cf3-9225-67f16e41dbdc,"collect financial data","",skill/competence,transversal,"Gather, organise, and combine financial data for their interpretation and analysis in order to predict possible financial scenarios and performance of a company or project."
http://data.europa.eu/esco/skill/a89a94fb-c417-49b4-a9a9-9a22e0f12697,"manage data for legal matters","",skill/competence,transversal,"Collect, organise and prepare data for analysis and review during investigation, regulatory filings and other legal processes."
http://data.europa.eu/esco/skill/b21e2984-c6b2-4352-bbe8-8f3b03bd50f6,"medical informatics","",skill/competence,transversal,"The processes and tools used for the analysis and dissemination of medical data through computerized systems."
http://data.europa.eu/esco/skill/d63f49de-cb72-4ce3-9553-a374a4f32f52,"analyse data about clients","",skill/competence,transversal,"Study data about clients, visitors, customers or guests. Gather, process and analyse data about their characteristics, needs and buying behaviours."
http://data.europa.eu/esco/skill/19aa10ee-35fb-4ba1-b8dc-51525c090ccc,"analyse data for policy decisions in trade","",skill/competence,transversal,"Analyse data about a specific company, retailer, market or store formula. Process all gathered information into a corporate plan, and use it to prepare upcoming policy decisions."
http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,"web analytics","",skill/competence,transversal,"The characteristics, tools and techniques for measurement, collection, analysis and reporting of web data to get information on the users' behaviour and to improve the performance of a website."
http://data.europa.eu/esco/skill/5e09534b-9ba1-4f29-84ad-1b3ad66d2dc8,"review meteorological forecast data","",skill/competence,transversal,"Revise estimated meteorological parameters; solve gaps between real-time conditions and estimated conditions."
http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038,"Hadoop","",skill/competence,transversal,"The open-source data storing, analysis and processing framework which consists mainly in the MapReduce and Hadoop distributed file system (HDFS) components and it is used to provide support for managi"
http://data.europa.eu/esco/skill/71b300d6-8de6-4282-b3c0-9a0401d9095f,"analyse drill engineering","",skill/competence,transversal,"Gather relevant data, carry out on-site engineering analysis; make up reports and recommend necessary measures."
http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa,"economics","",skill/competence,transversal,"Economic principles and practices, financial and commodity markets, banking and the analysis of financial data."
http://data.europa.eu/esco/skill/1ff53c92-370d-414b-b758-b0a1b8026853,"check methods","",skill/competence,transversal,"Procedures used for investigative purposes such as surveillance by physical and electronic means, interrogations of witnesses, collection of objects and data for assessment and analysis and physical a"
http://data.europa.eu/esco/skill/8259c2c0-2749-41e2-a4a8-4a64a76eab37,"laboratory techniques","",skill/competence,transversal,"Techniques applied in the different fields of natural science in order to obtain experimental data such as gravimetric analysis, gas chromatography, electronic or thermic methods."
http://data.europa.eu/esco/skill/4d3f3068-9b6a-4f33-bfa5-a7b298bfd303,"medical statistics","",skill/competence,transversal,"The methods used to summarise, collect, present, and interpret data in medical practice. The use of the obtained data to estimate and test hypotheses in the medical field."
http://data.europa.eu/esco/skill/ceeb2e10-f354-4e6a-8c6a-3e46b80798e5,"carry out social work research","",skill/competence,transversal,"Initiate and design research to assess social problems and evaluate social work interventions. Use statistical sources to connect the individual data with more aggregated categories and interpret data"
http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,"data warehouse","",skill/competence,transversal,"The data storage system that analyses and reports on data such as a data mart."
http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,"gather data","",skill/competence,transversal,"Extract exportable data from multiple sources."
http://data.europa.eu/esco/skill/a3aff665-ab4a-4a9a-9eba-0cd60cba6517,"conduct physiotherapy assessment","",skill/competence,transversal,"Undertake physiotherapy assessment, incorporating data collected from subjective, physical examinations and information derived from other relevant sources, maintaining clients` safety, comfort and di"
http://data.europa.eu/esco/skill/1225b032-7ead-464c-9072-64097d9a4b62,"use spreadsheets","",skill/competence,transversal,"Use spreadsheet documents for organisation, analysis and data storage in tabular form."
http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,"conduct environmental surveys","",skill/competence,transversal,"Conduct surveys in order to collect information for analysis and management of environmental risks within an organisation or in a wider context."
http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,"process data","",skill/competence,transversal,"Enter information into a data storage and data retrieval system via processes such as scanning, manual keying or electronic data transfer in order to process large amounts of data."
http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,"manage quantitative data","",skill/competence,transversal,"Gather, process and present quantitative data."
http://data.europa.eu/esco/skill/fd02e17b-05ea-4449-963d-95273199159d,"formulate a treatment plan","",skill/competence,transversal,"Formulate a treatment plan and evaluation analysis based on collected data following assessment using a clinical reasoning process."
http://data.europa.eu/esco/skill/b8990fac-b9d6-4c9a-980c-fd6753757106,"dentistry science","",skill/competence,transversal,"The sciences on which dentistry is based and an understanding of scientific methods, such as the principles of measuring biological functions, the evaluation of scientifically established facts and th"
http://data.europa.eu/esco/skill/d523d7bf-cb3d-4310-9bf3-5670659c9b83,"news analytics","",skill/competence,transversal,"The study of textual news stories expressed as numbers and metadata in order to gain insight into the relevance of the story, sentiment, and novelty."
http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,"inspect data","",skill/competence,transversal,"Analyse, transform and model data in order to discover useful information and to support decision-making."
http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,"collect mapping data","",skill/competence,transversal,"Collect and conserve mapping resources and mapping data."
http://data.europa.eu/esco/skill/3606bf22-1987-4356-b8c4-13e89d8f6c69,"interpret extraction data","",skill/competence,transversal,"Process and interpret extraction data and send feedback to the development teams; apply learnings to concrete operational activities."
http://data.europa.eu/esco/skill/e149237d-9e3b-405f-a581-b1e540f376d3,"analyse supplier's information on vehicle parts","",skill/competence,transversal,"Analyse information on vehicle parts from suppliers such as wholesalers or importers. Process data in order to improve response to customers' requests."
http://data.europa.eu/esco/skill/3bb6f78f-24f3-4799-b247-91a0c4bf5d81,"analyse call centre activities","",skill/competence,transversal,"Improve the customer satisfaction and the service level of a call centre by researching data such as call time, waiting time for customers and review company targets to seek measures to improve servic"
http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,"data mining methods","",skill/competence,transversal,"Data mining techniques used to determine and analyse the relationship between different elements of economy and marketing."
http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e,"create data sets","",skill/competence,transversal,"Generate a collection of new or existing related data sets that are made up out of separate elements but can be manipulated as one unit."
http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5,"data protection","",skill/competence,transversal,"The principles, ethical issues, regulations and protocols of data protection."
http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,"analyse ecological data","",skill/competence,transversal,"Analyse and interpret ecological and biological data, using specialist software programs."
http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,"analyse scientific data","",skill/competence,transversal,"Collect and analyse scientific data resulting from research. Interpret these data according to certain standards and viewpoints in order to comment on it."
http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,"perform data cleansing","",skill/competence,transversal,"Detect and correct corrupt records from data sets, ensure that the data become and remain structured according to guidelines."
http://data.europa.eu/esco/skill/b30b6e13-6688-4035-b99b-fb3a1def0833,"archive scientific documentation","",skill/competence,transversal,"Store documents such as protocols, analysis results and scientific data using archiving systems to enable scientists and engineers to take methods and results from previous studies into account for th"
http://data.europa.eu/esco/skill/d89b9a3f-19bf-4b9b-9664-ed35924eb399,"collect data using GPS","",skill/competence,transversal,"Gather data in the field using Global Positioning System (GPS) devices."
http://data.europa.eu/esco/skill/3bf7e0ee-2580-41e8-924d-9d504dc98546,"manage mine site data","",skill/competence,transversal,"Capture, record and validate spatial data for the mine site."
http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df,"educate on data confidentiality","",skill/competence,transversal,"Share information with and instruct users in the risks involved with data, especially risks to the confidentiality, integrity, or availability of data. Educate them on how to ensure data protection."
http://data.europa.eu/esco/skill/c0326e27-5fa8-4dca-aecb-ed89ab491513,"prepare visual data","",skill/competence,transversal,"Prepare charts and graphs in order to present data in a visual manner."
http://data.europa.eu/esco/skill/fdeabe51-1d92-4770-acfe-eff9769b3d4f,"landscape analysis","",skill/competence,transversal,"The methods of analysis and computation used in the design of outdoor spaces."
http://data.europa.eu/esco/skill/46990b9b-746e-481d-a66a-0cac3f07dfac,"find trends in geographic data","",skill/competence,transversal,"Analyse geographic data to find relationships and trends such as population density."
http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,"analyse environmental data","",skill/competence,transversal,"Analyse data that interpret correlations between human activities and environmental effects."
http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd,"analyse test data","",skill/competence,transversal,"Interpret and analyse data collected during testing in order to formulate conclusions, new insights or solutions."
http://data.europa.eu/esco/skill/c5efe5ad-c5e3-4bd1-9c8b-4a514940f4d6,"record production data","",skill/competence,transversal,"Keep a record of data such as name, colour and quantity of the produced goods."
http://data.europa.eu/esco/skill/29431e90-435e-4a3b-9eb5-c89f6d7f4fea,"record malting cycle data","",skill/competence,transversal,"Record data concerning the malting cycle and its variables such as air, water temperature, and humidity content."
http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd,"supervise data entry","",skill/competence,transversal,"Supervise the entry of information such as addresses or names in a data storage and retrieval system via manual keying, electronic data transfer or by scanning."
http://data.europa.eu/esco/skill/c216b67a-7462-4f6a-ba14-db02f6e91b68,"compile data for navigation publications","",skill/competence,transversal,"Compile data for navigational publications; gather and process authentic and valid data."
http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,"store digital data and systems","",skill/competence,transversal,"Use software tools to archive data by copying and backing them up, in order to ensure their integrity and to prevent data loss."
http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389,"deliver visual presentation of data","",skill/competence,transversal,"Create visual representations of data such as charts or diagrams for easier understanding."
http://data.europa.eu/esco/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a,"collect ICT data","",skill/competence,transversal,"Gather data by designing and applying search and sampling methods."
http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,"manage data","",skill/competence,transversal,"Administer all types of data resources through their lifecycle by performing data profiling, parsing, standardisation, identity resolution, cleansing, enhancement and auditing. Ensure the data is fit "
http://data.europa.eu/esco/skill/4bbb309f-9162-49b9-93da-fb2c371e5c5f,"collect samples for analysis","",skill/competence,transversal,"Collect samples of materials or products for laboratory analysis."
http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,"integrate ICT data","",skill/competence,transversal,"Combine data from sources to provide unified view of the set of these data."
http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec,"maintain data entry requirements","",skill/competence,transversal,"Uphold conditions for data entry. Follow procedures and apply data program techniques."
http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3,"product data management","",skill/competence,transversal,"The use of software to track all information concerning a product such as technical specifications, drawings, design specifications, and production costs."
http://data.europa.eu/esco/skill/e135f4ad-2eed-448c-8f39-beb44238177c,"evaluate genetic data","",skill/competence,transversal,"Evaluate genetic data by applying statistical calculations and analysing the results."
http://data.europa.eu/esco/skill/b64b9863-5ed3-49c7-8fd3-5324fabeda5d,"interpret geophysical data","",skill/competence,transversal,"Interpret data of a geophysical nature: Earth's shape, its gravitational and magnetic fields, its structure and composition, and geophysical dynamics and their surface expression in plate tectonics."
http://data.europa.eu/esco/skill/9e136617-1cd1-4f71-af3e-9deda4c75bea,"evaluate forensic data","",skill/competence,transversal,"Evaluate the data gathered during the forensic investigation of a crime scene or other scene where such investigation is necessary, in order to assess its usability for the ensuing investigation."
http://data.europa.eu/esco/skill/ecf2deca-8e91-4dd3-8315-a8b69d621492,"gel permeation chromatography","",skill/competence,transversal,"Polymer analysis technique which separates the analytes on the basis of their weight."
http://data.europa.eu/esco/skill/89db623e-e1fc-4ec2-9a0f-7b72b4c35303,"gather experimental data","",skill/competence,transversal,"Collect data resulting from the application of scientific methods such as test methods, experimental design or measurements."
http://data.europa.eu/esco/skill/99814cb0-5f6c-4663-99a4-af28b11d5d2f,"healthcare data systems","",skill/competence,transversal,"The types of systems that manage and maintain healthcare user data."
http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,"use data processing techniques","",skill/competence,transversal,"Gather, process and analyse relevant data and information, properly store and update data and represent figures and data using charts and statistical diagrams."
http://data.europa.eu/esco/skill/7b1b3684-1d84-43b0-9a8f-54ba736fa506,"read ship operational data","",skill/competence,transversal,"Analyse and utilise vessel data in order to prevent potential problems."
http://data.europa.eu/esco/skill/2dd6ecdf-8a08-438b-8b4b-e0374f7b523b,"carry out sales analysis","",skill/competence,transversal,"Examine sales reports to see what goods and services have and have not sold well."
http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,"perform risk analysis","",skill/competence,transversal,"Identify and assess factors that may jeopardise the success of a project or threaten the organisation's functioning. Implement procedures to avoid or minimise their impact."
http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,"establish data processes","",skill/competence,transversal,"Use ICT tools to apply mathematical, algorithmic or other data manipulation processes in order to create information."
http://data.europa.eu/esco/skill/e06ec50c-68f9-470f-8dc2-7488109c2dfd,"analyse gambling data","",skill/competence,transversal,"Analyse relevant data points collected during gambling, betting or lottery activities. Process the data to obtain conclusions useful for the efficient running of the betting or lottery operation."
http://data.europa.eu/esco/skill/3e8e862d-2f1a-40c6-bb6d-d1d7eeb78854,"analyse large-scale data in healthcare","",skill/competence,transversal,"Carry out large-scale data gathering such as questionnaire surveys, and analyse the obtained data."
http://data.europa.eu/esco/skill/ef258352-7226-4eb8-a943-4be6eaa5ec00,"perform food risk analysis","",skill/competence,transversal,"Perform food risks analysis for food safety assurance."
http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,"utilise machine learning","",skill/competence,transversal,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filter"
http://data.europa.eu/esco/skill/731101d9-94bc-4805-bff4-9578d1bf03b5,"learning difficulties","",skill/competence,transversal,"The learning disorders some students face in an academic context, especially Specific Learning Difficulties such as dyslexia, dyscalculia, and concentration deficit disorders."
http://data.europa.eu/esco/skill/a44c0ed6-68b1-457a-9c6d-ea8487bdfeb2,"use learning strategies","",skill/competence,transversal,"Use different channels of perception, learning styles, strategies and methods to acquire knowledge, know-how, skills and competences."
http://data.europa.eu/esco/skill/135192cb-84e4-4b70-8946-fbe5041b26cd,"learning needs analysis","",skill/competence,transversal,"The process of analysing a student's learning needs through observation and testing, potentially followed by the diagnosis of a learning disorder and a plan for additional support."
http://data.europa.eu/esco/skill/b78f324d-e16c-43f8-97d2-50d3a7cd1fb3,"work with virtual learning environments","",skill/competence,transversal,"Incorporate the use of online learning environments and platforms into the process of instruction."
http://data.europa.eu/esco/skill/5a676421-d33a-490f-8043-4f81224d3f47,"provide learning support","",skill/competence,transversal,"Provide the necessary support to students with general learning difficulties in literacy and numeracy to facilitate learning by assessing the learner’s development needs and preferences. Design formal"
http://data.europa.eu/esco/skill/7fc4c18a-68f3-425a-aadf-f83633be47a1,"learning technologies","",skill/competence,transversal,"The technologies and channels, including digital, to enhance learning."
http://data.europa.eu/esco/skill/0f2cd213-1f80-4c02-96c9-bf183834f7d6,"identify learning disorders","",skill/competence,transversal,"Observe and detect symptoms of Specific Learning Difficulties such as attention deficit hyperactivity disorder (ADHD), dyscalculia, and dysgraphia in children or adult learners. Refer the student to t"
http://data.europa.eu/esco/skill/1be68ecc-7263-4118-8ca5-254e444f3bc0,"consult students on learning content","",skill/competence,transversal,"Take students' opinions and preferences into consideration when determining learning content."
http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,"Absorb (learning management systems)","",skill/competence,transversal,"The learning system Absorb is an e-learning platform for creating, administrating and delivering e-learning education courses or training programs for secondary school students."
http://data.europa.eu/esco/skill/5f5e9350-1d13-4391-b9e1-07f6b2047fc5,"e-learning","",skill/competence,transversal,"The strategies and didactical methods of learning in which the main elements include the use of ICT technologies."
http://data.europa.eu/esco/skill/29ca8fd4-40c1-494c-85ea-525f1ab4aa8c,"construct individual learning plans","",skill/competence,transversal,"Set up, in collaboration with the student, an individual learning plan (ILP), tailored to the student's specific learning needs, taking into account the student's weaknesses and strengths."
http://data.europa.eu/esco/skill/f78877d1-99f3-4649-addc-2d09c9183a1e,"advise on learning methods","",skill/competence,transversal,"Provide advice to help students study in a way that suits them best, propose different techniques such as using visual highlighting or speaking out loud, and help them draw up summaries and create lea"
http://data.europa.eu/esco/skill/599c3e57-1874-45e8-a83c-8ca2171b5e82,"supervise spoken language learning","",skill/competence,transversal,"Conduct active, foreign language learning classes focused on speaking and evaluate students on their progress regarding pronunciation, vocabulary, and grammar through oral tests and assignments."
http://data.europa.eu/esco/skill/8b79c118-1687-4d8e-84d1-e96da860d432,"assess students' preliminary learning experiences","",skill/competence,transversal,"Evaluate students’ preliminary learning experiences, including academic progress, achievements, course knowledge, and skills through assignments, tests, and examinations."
http://data.europa.eu/esco/skill/d5e1e30e-44ab-4aba-abab-b8263e801b7a,"assist students in their learning","",skill/competence,transversal,"Support and coach students in their work, give learners practical support and encouragement."
http://data.europa.eu/esco/skill/933efc5f-a797-4581-8a8b-c08956ff7d58,"Grovo","",skill/competence,transversal,"The learning management system Grovo is an e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/758e8e0c-2406-460f-b33c-36b422e018bb,"provide learning support in healthcare","",skill/competence,transversal,"Provide the necessary support to facilitate learning for clients, carers, students, peers, support workers and other healthcare practitioners by assessing the learner`s development needs and preferenc"
http://data.europa.eu/esco/skill/47101792-be87-41a4-b64f-713fbcea8277,"create cultural venue learning strategies","",skill/competence,transversal,"Create and develop a learning strategy to engage the public in line with the ethos of the museum or the art facility."
http://data.europa.eu/esco/skill/54971fec-1c2f-49c0-9396-2f0c9fa5c8c0,"LAMS","",skill/competence,transversal,"The computer program LAMS is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the LAMS Foun"
http://data.europa.eu/esco/skill/8a6394d1-f44f-4b0d-81d5-7201fc025ba8,"develop e-learning plan","",skill/competence,transversal,"Create a strategic plan to maximise the outputs of educational technology both within the organisation and externally."
http://data.europa.eu/esco/skill/604f62cc-0f04-4903-b9f9-7128f72d4e5a,"Brightspace (learning management systems)","",skill/competence,transversal,"The computer program Brightspace is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the so"
http://data.europa.eu/esco/skill/a4db52a8-d04d-435b-ba7d-f8e608753d46,"Montessori learning equipment","",skill/competence,transversal,"The special materials used by Montessori teachers in their classes for training students, more specifically equipment for developing several abilities consisting of sensorial equipment, mathematical e"
http://data.europa.eu/esco/skill/3b86ca26-05f1-4051-82e9-9f2ba352778e,"special needs learning equipment","",skill/competence,transversal,"The materials used by a special needs teacher for training students with special educational needs in their classes, more specifically tools such as sensory equipment and equipment for stimulating mot"
http://data.europa.eu/esco/skill/ca8c5849-2655-44b3-b2fa-c4c0e2a04aeb,"replace machines","",skill/competence,transversal,"Evaluate when to invest in replacing machines or machine tools and take the necessary actions."
http://data.europa.eu/esco/skill/f5084a43-42c9-4bbb-b47c-b3029cf8381d,"machine tools","",skill/competence,transversal,"The offered machine tools and products, their functionalities, properties and legal and regulatory requirements."
http://data.europa.eu/esco/skill/8193f6c6-80d5-4542-a316-2b783e3d8ad9,"plan learning curriculum","",skill/competence,transversal,"Organise content, form, methods and technologies for delivery of study experiences that occur during educational effort which leads to gaining learning outcomes."
http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,"deliver online training","",skill/competence,transversal,"Provide training by using online technologies, adapting the learning materials, using e-learning methods and communicating online. Instruct virtual classrooms."
http://data.europa.eu/esco/skill/04e762ae-18a9-457f-9b2e-280cdddae1f0,"take advantage of learning opportunities in veterinary science","",skill/competence,transversal,"Use different channels and learning styles such as journals, courses, and conferences to obtain new information, knowledge, skills, and know-how in relation to working with animals."
http://data.europa.eu/esco/skill/dc298fac-7ab4-4feb-9b43-33d947d7703e,"standards for web-based e-learning","",skill/competence,transversal,"The standards and specifications used for web-based e-learning, such as Sharable Content Object Reference Model (SCORM), which define communications between client side content and a host system suppo"
http://data.europa.eu/esco/skill/db5b78f7-30ff-4a76-bb05-4b101c87827a,"operate die-cut machines","",skill/competence,transversal,"Operate machinery to cut paper products into a pattern, which is folded and glued into a certain shape."
http://data.europa.eu/esco/skill/22382bae-77e8-4229-a68c-032e78e956cb,"clean vending machines","",skill/competence,transversal,"Use cleaning equipment to maintain regular cleanliness of the vending machines"
http://data.europa.eu/esco/skill/188048ff-18bf-43c4-a1a0-7adb6e68f421,"monitor machine operations","",skill/competence,transversal,"Observe machine operations and evaluate product quality thereby ensuring conformity to standards."
http://data.europa.eu/esco/skill/c7f7d806-9243-4200-b496-adcba53e0a8c,"tend spinning machines","",skill/competence,transversal,"Operate spinning machines keeping efficiency and productivity at high levels."
http://data.europa.eu/esco/skill/90ca7668-7c14-417d-9cd9-89fbdf29f731,"promote education programmes","",skill/competence,transversal,"Promote ongoing research into education and the development of new education programmes and policies in order to obtain support and funds, and to raise awareness."
http://data.europa.eu/esco/skill/a8c14569-704d-4615-bfb3-b1ecfd721bb3,"tend boring machine","",skill/competence,transversal,"Tend a boring machine, monitor and operate it, according to regulations."
http://data.europa.eu/esco/skill/7f8d7116-6d80-49eb-86b1-8327aa15ac5f,"use wire processing machinery","",skill/competence,transversal,"Be able to use wire processing machines, such as wire cutting machines, wire crimping machines, and wire stripping machines."
http://data.europa.eu/esco/skill/4dc5f83e-22ca-4c3b-b7d6-aeea3ef4a1a9,"operate grinding machine","",skill/competence,transversal,"Start grinding machine and regulate flow of grain from hopper."
http://data.europa.eu/esco/skill/cd7f6863-34cb-40fa-96d9-1de80b6c862b,"operate patternmaking machinery","",skill/competence,transversal,"Operate various kinds of machinery and equipment involved in the production of patterns, such as drilling machines, milling machines, lathe machines, cutting machines, grinding machines, hand drills, "
http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,"demonstrate willingness to learn","",skill/competence,transversal,"Show a positive attitude towards new and challenging demands that can only be met via lifelong learning."
http://data.europa.eu/esco/skill/a4955281-8e99-4f46-82bf-405fb27d5fba,"types of upsetting machines","",skill/competence,transversal,"Types of machines used for upset forging processes, such as the crank press, mechanical upsetting machine, electrical upsetting machine and heading machine."
http://data.europa.eu/esco/skill/60856bbb-e5db-4398-babb-300a24a7fe97,"adult education","",skill/competence,transversal,"Instruction targeted at adult students, both in a recreational and in an academic context, for self-improvement purposes, or to better equip the students for the labour market."
http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834,"learning management systems","",skill/competence,transversal,"The e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/9ea652f6-accf-45bb-b9a8-590f06f7bd51,"supply machine","",skill/competence,transversal,"Ensure the machine is fed the necessary and adequate materials and control the placement or automatic feed and retrieval of work pieces in the machines or machine tools on the production line."
http://data.europa.eu/esco/skill/d18e37a5-2cdf-4845-bb65-7c8e82e09dc5,"inspect machinery","",skill/competence,transversal,"Check machine equipment for proper performance and detect faults and malfunctions. Diagnose malfunctions using testing equipment to determine the required repair."
http://data.europa.eu/esco/skill/5c8419ff-9252-48b3-8211-a3fcd5a58f11,"tend mixing oil machine","",skill/competence,transversal,"Use machines to weigh and mix vegetable oils for products, such as salad oils, shortening and margarine, according to formula."
http://data.europa.eu/esco/skill/6162c776-0045-454d-a9d1-791b2eefdf6d,"tend cigar stamp machine","",skill/competence,transversal,"Tend machine that prints on cigar wrapper. Fill ink well on machine or place pre-manufacture labels to be placed in the cigar."
http://data.europa.eu/esco/skill/11bc405a-505c-4bfe-be8f-345e5aae0c93,"tend bottle-washing machine","",skill/competence,transversal,"Tend bottle-washing machine ensuring that flow of bottles is fluent, machine input is sufficient, and maintenance is according to requirements."
http://data.europa.eu/esco/skill/90e083c3-ae4b-4726-982f-f3944eaa571a,"operate paper winding machine","",skill/competence,transversal,"Use machinery to fabricate toilet paper packages in roll form. Feed paper to the machine and bring it into a winding position, which results in the rolling of mandrels and forming of the product."
http://data.europa.eu/esco/skill/93a2f730-d5f6-4604-a25e-a2ee206ea468,"provide training on e-learning","",skill/competence,transversal,"Give technical training including how to use an e-learning platform, training applications and standards such as SCORM, as well as e-teaching methods to the teacher or trainer."
http://data.europa.eu/esco/skill/a9622bbb-3a6f-4819-a3fe-cd6a447a78e9,"Sakai","",skill/competence,transversal,"The computer program Sakai is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the software"
http://data.europa.eu/esco/skill/4b3138e1-c09e-4c5c-a13c-8d533747a1c3,"use X-ray machines","",skill/competence,transversal,"Handle X-ray machines in order to screen suitcases or boxes."
http://data.europa.eu/esco/skill/a4fdbe1e-4382-4bc9-8c41-5fb49b4ec4fd,"tend textile finishing machines","",skill/competence,transversal,"Operate textile finishing machines keeping efficiency and productivity at high levels."
http://data.europa.eu/esco/skill/8b854fad-fed3-44e1-8104-eb60630c31e5,"tend knitting machine","",skill/competence,transversal,"Operate knitting machines keeping efficiency and productivity at high levels."
http://data.europa.eu/esco/skill/98d1f42a-dcfe-4c9f-9abb-e72aedeaa26b,"tend weaving machines","",skill/competence,transversal,"Operate weaving machines keeping efficiency and productivity at high levels."
http://data.europa.eu/esco/skill/87a0c0e6-c114-4ea1-b2d0-933bce1f3c5f,"assemble machines","",skill/competence,transversal,"Assemble machines according to instructions and specifications."
http://data.europa.eu/esco/skill/3d826f35-e7be-40d3-9d51-23485b0127b2,"position tobacco products in machines","",skill/competence,transversal,"Position the tobacco products on the conveyor leading into the machine. Start the machine to place the brand or stamp on them. Take care that the quality of the product and the leaves are not damaged "
http://data.europa.eu/esco/skill/d09ea154-1549-4ad0-a0e4-c8ca8fca8e52,"types of straightening machine","",skill/competence,transversal,"Types of straightening machines, such as straightening presses, bending presses, stretching machines and their qualities and applications. "
http://data.europa.eu/esco/skill/b6ae29b8-9b81-4b6a-8ceb-d6f1364c030a,"tend spice mixing machine","",skill/competence,transversal,"Weigh out each variety of spice and transfer them to the mixing machine to be blended."
http://data.europa.eu/esco/skill/9d83bd12-80c9-43d8-8ccd-a3f883d45f0b,"tend sweet making machines","",skill/competence,transversal,"Tend sweet making machines that blend sweet substances for candy manufacturing."
